origin_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2016-03-19,HHS Region 1,ili perc,1,2016-03-26,quantile,0.01,0
2016-03-19,HHS Region 1,ili perc,1,2016-03-26,quantile,0.025,0
2016-03-19,HHS Region 1,ili perc,1,2016-03-26,quantile,0.05,0
2016-03-19,HHS Region 1,ili perc,1,2016-03-26,quantile,0.1,0.21584504160601775
2016-03-19,HHS Region 1,ili perc,1,2016-03-26,quantile,0.15,0.34097230053760885
2016-03-19,HHS Region 1,ili perc,1,2016-03-26,quantile,0.2,0.5505131080237415
2016-03-19,HHS Region 1,ili perc,1,2016-03-26,quantile,0.25,0.7125620183155176
2016-03-19,HHS Region 1,ili perc,1,2016-03-26,quantile,0.3,0.881746370177515
2016-03-19,HHS Region 1,ili perc,1,2016-03-26,quantile,0.35,1.0887302023565506
2016-03-19,HHS Region 1,ili perc,1,2016-03-26,quantile,0.4,1.182463160412282
2016-03-19,HHS Region 1,ili perc,1,2016-03-26,quantile,0.45,1.3549596952314777
2016-03-19,HHS Region 1,ili perc,1,2016-03-26,quantile,0.5,1.4891698456514637
2016-03-19,HHS Region 1,ili perc,1,2016-03-26,quantile,0.55,1.6632672782983589
2016-03-19,HHS Region 1,ili perc,1,2016-03-26,quantile,0.6,1.8513397669751952
2016-03-19,HHS Region 1,ili perc,1,2016-03-26,quantile,0.65,1.9813349627617711
2016-03-19,HHS Region 1,ili perc,1,2016-03-26,quantile,0.7,2.1000082162215143
2016-03-19,HHS Region 1,ili perc,1,2016-03-26,quantile,0.75,2.4263326082959424
2016-03-19,HHS Region 1,ili perc,1,2016-03-26,quantile,0.8,2.573424194967186
2016-03-19,HHS Region 1,ili perc,1,2016-03-26,quantile,0.85,2.764322937935729
2016-03-19,HHS Region 1,ili perc,1,2016-03-26,quantile,0.9,2.855068616142159
2016-03-19,HHS Region 1,ili perc,1,2016-03-26,quantile,0.95,2.894551212039805
2016-03-19,HHS Region 1,ili perc,1,2016-03-26,quantile,0.975,3.0988872709009248
2016-03-19,HHS Region 1,ili perc,1,2016-03-26,quantile,0.99,3.67402713255248
2016-03-19,HHS Region 1,ili perc,2,2016-04-02,quantile,0.01,0
2016-03-19,HHS Region 1,ili perc,2,2016-04-02,quantile,0.025,0
2016-03-19,HHS Region 1,ili perc,2,2016-04-02,quantile,0.05,0
2016-03-19,HHS Region 1,ili perc,2,2016-04-02,quantile,0.1,0.10220631022774339
2016-03-19,HHS Region 1,ili perc,2,2016-04-02,quantile,0.15,0.4396203341869548
2016-03-19,HHS Region 1,ili perc,2,2016-04-02,quantile,0.2,0.5840601313281236
