origin_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2019-10-26,HHS Region 1,ili perc,1,2019-11-02,quantile,0.01,0
2019-10-26,HHS Region 1,ili perc,1,2019-11-02,quantile,0.025,0
2019-10-26,HHS Region 1,ili perc,1,2019-11-02,quantile,0.05,0
2019-10-26,HHS Region 1,ili perc,1,2019-11-02,quantile,0.1,0
2019-10-26,HHS Region 1,ili perc,1,2019-11-02,quantile,0.15,0.26388478838034196
2019-10-26,HHS Region 1,ili perc,1,2019-11-02,quantile,0.2,0.3564812429540805
2019-10-26,HHS Region 1,ili perc,1,2019-11-02,quantile,0.25,0.40635447314735385
2019-10-26,HHS Region 1,ili perc,1,2019-11-02,quantile,0.3,0.572616279254009
2019-10-26,HHS Region 1,ili perc,1,2019-11-02,quantile,0.35,0.8962543183216403
2019-10-26,HHS Region 1,ili perc,1,2019-11-02,quantile,0.4,0.9991255215762173
2019-10-26,HHS Region 1,ili perc,1,2019-11-02,quantile,0.45,1.1673043309089768
2019-10-26,HHS Region 1,ili perc,1,2019-11-02,quantile,0.5,1.2860191946176736
2019-10-26,HHS Region 1,ili perc,1,2019-11-02,quantile,0.55,1.3490062785874986
2019-10-26,HHS Region 1,ili perc,1,2019-11-02,quantile,0.6,1.4191564616056458
2019-10-26,HHS Region 1,ili perc,1,2019-11-02,quantile,0.65,1.5699541272148765
2019-10-26,HHS Region 1,ili perc,1,2019-11-02,quantile,0.7,1.7154300989776483
2019-10-26,HHS Region 1,ili perc,1,2019-11-02,quantile,0.75,1.9242626138627723
2019-10-26,HHS Region 1,ili perc,1,2019-11-02,quantile,0.8,2.0179621736705675
2019-10-26,HHS Region 1,ili perc,1,2019-11-02,quantile,0.85,2.2774321869934635
2019-10-26,HHS Region 1,ili perc,1,2019-11-02,quantile,0.9,2.506398014131249
2019-10-26,HHS Region 1,ili perc,1,2019-11-02,quantile,0.95,2.946048098733858
2019-10-26,HHS Region 1,ili perc,1,2019-11-02,quantile,0.975,3.2361166016436433
2019-10-26,HHS Region 1,ili perc,1,2019-11-02,quantile,0.99,3.4559939427093553
2019-10-26,HHS Region 1,ili perc,2,2019-11-09,quantile,0.01,0
2019-10-26,HHS Region 1,ili perc,2,2019-11-09,quantile,0.025,0
2019-10-26,HHS Region 1,ili perc,2,2019-11-09,quantile,0.05,0
2019-10-26,HHS Region 1,ili perc,2,2019-11-09,quantile,0.1,0.12940168286693152
2019-10-26,HHS Region 1,ili perc,2,2019-11-09,quantile,0.15,0.2297437306228637
2019-10-26,HHS Region 1,ili perc,2,2019-11-09,quantile,0.2,0.32395292688978145
2019-10-26,HHS Region 1,ili perc,2,2019-11-09,quantile,0.25,0.4971589307732647
2019-10-26,HHS Region 1,ili perc,2,2019-11-09,quantile,0.3,0.616962719444124
2019-10-26,HHS Region 1,ili perc,2,2019-11-09,quantile,0.35,0.7401502697407392
2019-10-26,HHS Region 1,ili perc,2,2019-11-09,quantile,0.4,0.9653070291640006
2019-10-26,HHS Region 1,ili perc,2,2019-11-09,quantile,0.45,1.1748995884654638
2019-10-26,HHS Region 1,ili perc,2,2019-11-09,quantile,0.5,1.3004970447556046
2019-10-26,HHS Region 1,ili perc,2,2019-11-09,quantile,0.55,1.4392837923923059
2019-10-26,HHS Region 1,ili perc,2,2019-11-09,quantile,0.6,1.5271037212140988
2019-10-26,HHS Region 1,ili perc,2,2019-11-09,quantile,0.65,1.7265144589513288
2019-10-26,HHS Region 1,ili perc,2,2019-11-09,quantile,0.7,1.8066898402922913
2019-10-26,HHS Region 1,ili perc,2,2019-11-09,quantile,0.75,1.9194996429388567
2019-10-26,HHS Region 1,ili perc,2,2019-11-09,quantile,0.8,2.112096579224169
2019-10-26,HHS Region 1,ili perc,2,2019-11-09,quantile,0.85,2.3716631058205864
2019-10-26,HHS Region 1,ili perc,2,2019-11-09,quantile,0.9,2.567286665486586
2019-10-26,HHS Region 1,ili perc,2,2019-11-09,quantile,0.95,3.0354869400919466
2019-10-26,HHS Region 1,ili perc,2,2019-11-09,quantile,0.975,3.437206805647629
2019-10-26,HHS Region 1,ili perc,2,2019-11-09,quantile,0.99,3.494394609391983
2019-10-26,HHS Region 1,ili perc,3,2019-11-16,quantile,0.01,0
2019-10-26,HHS Region 1,ili perc,3,2019-11-16,quantile,0.025,0
2019-10-26,HHS Region 1,ili perc,3,2019-11-16,quantile,0.05,0
2019-10-26,HHS Region 1,ili perc,3,2019-11-16,quantile,0.1,0.21079474003177429
2019-10-26,HHS Region 1,ili perc,3,2019-11-16,quantile,0.15,0.4914205777078194
2019-10-26,HHS Region 1,ili perc,3,2019-11-16,quantile,0.2,0.6221626085285643
2019-10-26,HHS Region 1,ili perc,3,2019-11-16,quantile,0.25,0.8380311970574312
2019-10-26,HHS Region 1,ili perc,3,2019-11-16,quantile,0.3,0.9152365821584607
2019-10-26,HHS Region 1,ili perc,3,2019-11-16,quantile,0.35,0.9753671599080905
2019-10-26,HHS Region 1,ili perc,3,2019-11-16,quantile,0.4,1.0939542534995863
2019-10-26,HHS Region 1,ili perc,3,2019-11-16,quantile,0.45,1.1777549600855859
2019-10-26,HHS Region 1,ili perc,3,2019-11-16,quantile,0.5,1.3962097956041744
