origin_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.01,0
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.025,0
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.05,0
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.1,0
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.15,0
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.2,0.12584705317513195
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.25,0.2378651562356279
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.3,0.33781413956371775
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.35,0.44685930189669804
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.4,0.6968144128638073
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.45,0.767908869141277
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.5,0.951547859760467
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.55,1.0209312374134547
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.6,1.1637045601861193
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.65,1.2921163979569812
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.7,1.3839616475828256
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.75,1.4914748224726324
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.8,1.7133697660453684
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.85,2.0313988885862173
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.9,2.1932313502308656
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.95,2.4423251298878292
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.975,2.7800870522511585
2018-10-27,HHS Region 1,ili perc,1,2018-11-03,quantile,0.99,2.824504610340317
2018-10-27,HHS Region 1,ili perc,2,2018-11-10,quantile,0.01,0
2018-10-27,HHS Region 1,ili perc,2,2018-11-10,quantile,0.025,0
2018-10-27,HHS Region 1,ili perc,2,2018-11-10,quantile,0.05,0
2018-10-27,HHS Region 1,ili perc,2,2018-11-10,quantile,0.1,0
2018-10-27,HHS Region 1,ili perc,2,2018-11-10,quantile,0.15,0
2018-10-27,HHS Region 1,ili perc,2,2018-11-10,quantile,0.2,0.15342165791465526
