origin_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2020-01-25,HHS Region 1,ili perc,1,2020-02-01,quantile,0.01,1.6973857313199037
2020-01-25,HHS Region 1,ili perc,1,2020-02-01,quantile,0.025,1.809796342376653
2020-01-25,HHS Region 1,ili perc,1,2020-02-01,quantile,0.05,1.8864036088432103
2020-01-25,HHS Region 1,ili perc,1,2020-02-01,quantile,0.1,2.3489926988045435
2020-01-25,HHS Region 1,ili perc,1,2020-02-01,quantile,0.15,2.537428118961741
2020-01-25,HHS Region 1,ili perc,1,2020-02-01,quantile,0.2,2.8667509355828735
2020-01-25,HHS Region 1,ili perc,1,2020-02-01,quantile,0.25,2.9825633783121477
2020-01-25,HHS Region 1,ili perc,1,2020-02-01,quantile,0.3,3.053750632344708
2020-01-25,HHS Region 1,ili perc,1,2020-02-01,quantile,0.35,3.1540819195959147
2020-01-25,HHS Region 1,ili perc,1,2020-02-01,quantile,0.4,3.251575449261119
2020-01-25,HHS Region 1,ili perc,1,2020-02-01,quantile,0.45,3.3586302905692427
2020-01-25,HHS Region 1,ili perc,1,2020-02-01,quantile,0.5,3.445509785342825
2020-01-25,HHS Region 1,ili perc,1,2020-02-01,quantile,0.55,3.6225129620626424
2020-01-25,HHS Region 1,ili perc,1,2020-02-01,quantile,0.6,3.8099274950069892
2020-01-25,HHS Region 1,ili perc,1,2020-02-01,quantile,0.65,3.8534601234907186
2020-01-25,HHS Region 1,ili perc,1,2020-02-01,quantile,0.7,4.0271538094428525
2020-01-25,HHS Region 1,ili perc,1,2020-02-01,quantile,0.75,4.1571867525336454
2020-01-25,HHS Region 1,ili perc,1,2020-02-01,quantile,0.8,4.259795569726252
2020-01-25,HHS Region 1,ili perc,1,2020-02-01,quantile,0.85,4.56026802025582
2020-01-25,HHS Region 1,ili perc,1,2020-02-01,quantile,0.9,4.71189843196271
2020-01-25,HHS Region 1,ili perc,1,2020-02-01,quantile,0.95,4.852955561650057
2020-01-25,HHS Region 1,ili perc,1,2020-02-01,quantile,0.975,5.2340116066474245
2020-01-25,HHS Region 1,ili perc,1,2020-02-01,quantile,0.99,5.314270355549876
2020-01-25,HHS Region 1,ili perc,2,2020-02-08,quantile,0.01,2.0096971938771944
2020-01-25,HHS Region 1,ili perc,2,2020-02-08,quantile,0.025,2.216274553668537
2020-01-25,HHS Region 1,ili perc,2,2020-02-08,quantile,0.05,2.555358855381688
2020-01-25,HHS Region 1,ili perc,2,2020-02-08,quantile,0.1,2.692957086293896
2020-01-25,HHS Region 1,ili perc,2,2020-02-08,quantile,0.15,2.9801745864625158
