origin_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2018-03-24,HHS Region 1,ili perc,1,2018-03-31,quantile,0.01,1.1425183726498422
2018-03-24,HHS Region 1,ili perc,1,2018-03-31,quantile,0.025,1.258899013119938
2018-03-24,HHS Region 1,ili perc,1,2018-03-31,quantile,0.05,1.375176804613271
2018-03-24,HHS Region 1,ili perc,1,2018-03-31,quantile,0.1,1.598563924392661
2018-03-24,HHS Region 1,ili perc,1,2018-03-31,quantile,0.15,1.6668525249076642
2018-03-24,HHS Region 1,ili perc,1,2018-03-31,quantile,0.2,1.7518386862689903
2018-03-24,HHS Region 1,ili perc,1,2018-03-31,quantile,0.25,1.8254314988580576
2018-03-24,HHS Region 1,ili perc,1,2018-03-31,quantile,0.3,1.8597217790960794
2018-03-24,HHS Region 1,ili perc,1,2018-03-31,quantile,0.35,1.8866387585548934
2018-03-24,HHS Region 1,ili perc,1,2018-03-31,quantile,0.4,1.9103106919880577
2018-03-24,HHS Region 1,ili perc,1,2018-03-31,quantile,0.45,1.945165048514129
2018-03-24,HHS Region 1,ili perc,1,2018-03-31,quantile,0.5,1.999894902413212
2018-03-24,HHS Region 1,ili perc,1,2018-03-31,quantile,0.55,2.0454405224637897
2018-03-24,HHS Region 1,ili perc,1,2018-03-31,quantile,0.6,2.0992891354254115
2018-03-24,HHS Region 1,ili perc,1,2018-03-31,quantile,0.65,2.1437358698830193
2018-03-24,HHS Region 1,ili perc,1,2018-03-31,quantile,0.7,2.1979157544659866
2018-03-24,HHS Region 1,ili perc,1,2018-03-31,quantile,0.75,2.264573058557946
2018-03-24,HHS Region 1,ili perc,1,2018-03-31,quantile,0.8,2.3639051855922837
2018-03-24,HHS Region 1,ili perc,1,2018-03-31,quantile,0.85,2.500665611138805
2018-03-24,HHS Region 1,ili perc,1,2018-03-31,quantile,0.9,2.5611051408451955
2018-03-24,HHS Region 1,ili perc,1,2018-03-31,quantile,0.95,2.6655809885580415
2018-03-24,HHS Region 1,ili perc,1,2018-03-31,quantile,0.975,2.6774726750413893
2018-03-24,HHS Region 1,ili perc,1,2018-03-31,quantile,0.99,2.70878976270264
2018-03-24,HHS Region 1,ili perc,2,2018-04-07,quantile,0.01,0.8759423294735967
2018-03-24,HHS Region 1,ili perc,2,2018-04-07,quantile,0.025,1.0704256974266004
2018-03-24,HHS Region 1,ili perc,2,2018-04-07,quantile,0.05,1.25033103159186
2018-03-24,HHS Region 1,ili perc,2,2018-04-07,quantile,0.1,1.315701400240894
