origin_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2016-11-26,HHS Region 1,ili perc,1,2016-12-03,quantile,0.01,0.15029752183825254
2016-11-26,HHS Region 1,ili perc,1,2016-12-03,quantile,0.025,0.20511377419863655
2016-11-26,HHS Region 1,ili perc,1,2016-12-03,quantile,0.05,0.3124390303573761
2016-11-26,HHS Region 1,ili perc,1,2016-12-03,quantile,0.1,0.4357663418240685
2016-11-26,HHS Region 1,ili perc,1,2016-12-03,quantile,0.15,0.5581899221696449
2016-11-26,HHS Region 1,ili perc,1,2016-12-03,quantile,0.2,0.6414525927047099
2016-11-26,HHS Region 1,ili perc,1,2016-12-03,quantile,0.25,0.652596593123747
2016-11-26,HHS Region 1,ili perc,1,2016-12-03,quantile,0.3,0.6837780153505993
2016-11-26,HHS Region 1,ili perc,1,2016-12-03,quantile,0.35,0.7534846919910851
2016-11-26,HHS Region 1,ili perc,1,2016-12-03,quantile,0.4,0.7839659798759601
2016-11-26,HHS Region 1,ili perc,1,2016-12-03,quantile,0.45,0.843967511240403
2016-11-26,HHS Region 1,ili perc,1,2016-12-03,quantile,0.5,0.8776167528232635
2016-11-26,HHS Region 1,ili perc,1,2016-12-03,quantile,0.55,0.9277012736233442
2016-11-26,HHS Region 1,ili perc,1,2016-12-03,quantile,0.6,0.9821876207375639
2016-11-26,HHS Region 1,ili perc,1,2016-12-03,quantile,0.65,1.043250377384076
2016-11-26,HHS Region 1,ili perc,1,2016-12-03,quantile,0.7,1.0866511273093837
2016-11-26,HHS Region 1,ili perc,1,2016-12-03,quantile,0.75,1.144524246750194
2016-11-26,HHS Region 1,ili perc,1,2016-12-03,quantile,0.8,1.1926937117132312
2016-11-26,HHS Region 1,ili perc,1,2016-12-03,quantile,0.85,1.237706045934518
2016-11-26,HHS Region 1,ili perc,1,2016-12-03,quantile,0.9,1.376093902322253
2016-11-26,HHS Region 1,ili perc,1,2016-12-03,quantile,0.95,1.5506194776421964
2016-11-26,HHS Region 1,ili perc,1,2016-12-03,quantile,0.975,1.5931281817769987
2016-11-26,HHS Region 1,ili perc,1,2016-12-03,quantile,0.99,1.6254397958145261
2016-11-26,HHS Region 1,ili perc,2,2016-12-10,quantile,0.01,0
2016-11-26,HHS Region 1,ili perc,2,2016-12-10,quantile,0.025,0.06400505845447961
2016-11-26,HHS Region 1,ili perc,2,2016-12-10,quantile,0.05,0.16190150375330065
2016-11-26,HHS Region 1,ili perc,2,2016-12-10,quantile,0.1,0.27637265086150536
2016-11-26,HHS Region 1,ili perc,2,2016-12-10,quantile,0.15,0.3515371279564406
2016-11-26,HHS Region 1,ili perc,2,2016-12-10,quantile,0.2,0.48357467752891725
2016-11-26,HHS Region 1,ili perc,2,2016-12-10,quantile,0.25,0.52991222106389
2016-11-26,HHS Region 1,ili perc,2,2016-12-10,quantile,0.3,0.5862252078490192
2016-11-26,HHS Region 1,ili perc,2,2016-12-10,quantile,0.35,0.7000939222449826
2016-11-26,HHS Region 1,ili perc,2,2016-12-10,quantile,0.4,0.7421537069423954
2016-11-26,HHS Region 1,ili perc,2,2016-12-10,quantile,0.45,0.8754836358658675
2016-11-26,HHS Region 1,ili perc,2,2016-12-10,quantile,0.5,0.9002857958356214
