origin_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2018-12-01,HHS Region 1,ili perc,1,2018-12-08,quantile,0.01,0.7860157955452848
2018-12-01,HHS Region 1,ili perc,1,2018-12-08,quantile,0.025,0.8897034089825842
2018-12-01,HHS Region 1,ili perc,1,2018-12-08,quantile,0.05,0.9951953217396442
2018-12-01,HHS Region 1,ili perc,1,2018-12-08,quantile,0.1,1.084703609793495
2018-12-01,HHS Region 1,ili perc,1,2018-12-08,quantile,0.15,1.1428481612803503
2018-12-01,HHS Region 1,ili perc,1,2018-12-08,quantile,0.2,1.2213730032941328
2018-12-01,HHS Region 1,ili perc,1,2018-12-08,quantile,0.25,1.268278829053673
2018-12-01,HHS Region 1,ili perc,1,2018-12-08,quantile,0.3,1.3221770580022727
2018-12-01,HHS Region 1,ili perc,1,2018-12-08,quantile,0.35,1.3703415898891083
2018-12-01,HHS Region 1,ili perc,1,2018-12-08,quantile,0.4,1.4111478936371
2018-12-01,HHS Region 1,ili perc,1,2018-12-08,quantile,0.45,1.4483305763596512
2018-12-01,HHS Region 1,ili perc,1,2018-12-08,quantile,0.5,1.4651025853599173
2018-12-01,HHS Region 1,ili perc,1,2018-12-08,quantile,0.55,1.5002522064540664
2018-12-01,HHS Region 1,ili perc,1,2018-12-08,quantile,0.6,1.574984775511651
2018-12-01,HHS Region 1,ili perc,1,2018-12-08,quantile,0.65,1.626077751767685
2018-12-01,HHS Region 1,ili perc,1,2018-12-08,quantile,0.7,1.682436618571006
2018-12-01,HHS Region 1,ili perc,1,2018-12-08,quantile,0.75,1.7212156708300934
2018-12-01,HHS Region 1,ili perc,1,2018-12-08,quantile,0.8,1.7789154755064078
2018-12-01,HHS Region 1,ili perc,1,2018-12-08,quantile,0.85,1.8459530489367286
2018-12-01,HHS Region 1,ili perc,1,2018-12-08,quantile,0.9,1.912268688982207
2018-12-01,HHS Region 1,ili perc,1,2018-12-08,quantile,0.95,2.0842926093189984
2018-12-01,HHS Region 1,ili perc,1,2018-12-08,quantile,0.975,2.2018067705477398
2018-12-01,HHS Region 1,ili perc,1,2018-12-08,quantile,0.99,2.307172878215645
2018-12-01,HHS Region 1,ili perc,2,2018-12-15,quantile,0.01,0.5080480961671127
2018-12-01,HHS Region 1,ili perc,2,2018-12-15,quantile,0.025,0.5990995313690031
2018-12-01,HHS Region 1,ili perc,2,2018-12-15,quantile,0.05,0.7058643342754406
2018-12-01,HHS Region 1,ili perc,2,2018-12-15,quantile,0.1,0.9727719143061726
2018-12-01,HHS Region 1,ili perc,2,2018-12-15,quantile,0.15,1.0875676830952579
2018-12-01,HHS Region 1,ili perc,2,2018-12-15,quantile,0.2,1.1501836073290232
2018-12-01,HHS Region 1,ili perc,2,2018-12-15,quantile,0.25,1.2507972700039764
2018-12-01,HHS Region 1,ili perc,2,2018-12-15,quantile,0.3,1.3587044639909738
2018-12-01,HHS Region 1,ili perc,2,2018-12-15,quantile,0.35,1.4121225682292629
2018-12-01,HHS Region 1,ili perc,2,2018-12-15,quantile,0.4,1.4662735979283907
2018-12-01,HHS Region 1,ili perc,2,2018-12-15,quantile,0.45,1.5166790167964836
2018-12-01,HHS Region 1,ili perc,2,2018-12-15,quantile,0.5,1.5459919071007906
2018-12-01,HHS Region 1,ili perc,2,2018-12-15,quantile,0.55,1.58942180479263
2018-12-01,HHS Region 1,ili perc,2,2018-12-15,quantile,0.6,1.6600265736315136
2018-12-01,HHS Region 1,ili perc,2,2018-12-15,quantile,0.65,1.7310306094006886
2018-12-01,HHS Region 1,ili perc,2,2018-12-15,quantile,0.7,1.802690420296552
2018-12-01,HHS Region 1,ili perc,2,2018-12-15,quantile,0.75,1.88501963358975
2018-12-01,HHS Region 1,ili perc,2,2018-12-15,quantile,0.8,1.9653238736542489
2018-12-01,HHS Region 1,ili perc,2,2018-12-15,quantile,0.85,2.0323542514465114
2018-12-01,HHS Region 1,ili perc,2,2018-12-15,quantile,0.9,2.114330188859362
2018-12-01,HHS Region 1,ili perc,2,2018-12-15,quantile,0.95,2.192214345503191
2018-12-01,HHS Region 1,ili perc,2,2018-12-15,quantile,0.975,2.3685292068621946
2018-12-01,HHS Region 1,ili perc,2,2018-12-15,quantile,0.99,2.4369720367267864
2018-12-01,HHS Region 1,ili perc,3,2018-12-22,quantile,0.01,0.08855501859510112
2018-12-01,HHS Region 1,ili perc,3,2018-12-22,quantile,0.025,0.20291232357165728
2018-12-01,HHS Region 1,ili perc,3,2018-12-22,quantile,0.05,0.35609312059836085
2018-12-01,HHS Region 1,ili perc,3,2018-12-22,quantile,0.1,0.681373825864869
2018-12-01,HHS Region 1,ili perc,3,2018-12-22,quantile,0.15,0.7771122532853196
2018-12-01,HHS Region 1,ili perc,3,2018-12-22,quantile,0.2,1.032527468074465
2018-12-01,HHS Region 1,ili perc,3,2018-12-22,quantile,0.25,1.0957537784317184
2018-12-01,HHS Region 1,ili perc,3,2018-12-22,quantile,0.3,1.1632193400446742
2018-12-01,HHS Region 1,ili perc,3,2018-12-22,quantile,0.35,1.2714681195378232
2018-12-01,HHS Region 1,ili perc,3,2018-12-22,quantile,0.4,1.382058320709471
2018-12-01,HHS Region 1,ili perc,3,2018-12-22,quantile,0.45,1.4356063083552035
2018-12-01,HHS Region 1,ili perc,3,2018-12-22,quantile,0.5,1.5064528749724966
2018-12-01,HHS Region 1,ili perc,3,2018-12-22,quantile,0.55,1.6222805124806627
2018-12-01,HHS Region 1,ili perc,3,2018-12-22,quantile,0.6,1.7025888181502815
2018-12-01,HHS Region 1,ili perc,3,2018-12-22,quantile,0.65,1.7485320185023272
2018-12-01,HHS Region 1,ili perc,3,2018-12-22,quantile,0.7,1.82704092288277
2018-12-01,HHS Region 1,ili perc,3,2018-12-22,quantile,0.75,1.9186378585302193
2018-12-01,HHS Region 1,ili perc,3,2018-12-22,quantile,0.8,2.0380221956106213
2018-12-01,HHS Region 1,ili perc,3,2018-12-22,quantile,0.85,2.1170594908360902
2018-12-01,HHS Region 1,ili perc,3,2018-12-22,quantile,0.9,2.29309203717548
2018-12-01,HHS Region 1,ili perc,3,2018-12-22,quantile,0.95,2.6231061435470964
2018-12-01,HHS Region 1,ili perc,3,2018-12-22,quantile,0.975,2.8563412439165194
2018-12-01,HHS Region 1,ili perc,3,2018-12-22,quantile,0.99,2.9771568847358316
2018-12-01,HHS Region 1,ili perc,4,2018-12-29,quantile,0.01,0
2018-12-01,HHS Region 1,ili perc,4,2018-12-29,quantile,0.025,0.14653721039923892
2018-12-01,HHS Region 1,ili perc,4,2018-12-29,quantile,0.05,0.274257408701433
2018-12-01,HHS Region 1,ili perc,4,2018-12-29,quantile,0.1,0.3747103788797563
2018-12-01,HHS Region 1,ili perc,4,2018-12-29,quantile,0.15,0.589208047537917
2018-12-01,HHS Region 1,ili perc,4,2018-12-29,quantile,0.2,0.8009148813681395
2018-12-01,HHS Region 1,ili perc,4,2018-12-29,quantile,0.25,0.925427590674718
2018-12-01,HHS Region 1,ili perc,4,2018-12-29,quantile,0.3,1.0070415591604855
2018-12-01,HHS Region 1,ili perc,4,2018-12-29,quantile,0.35,1.0684739003640085
2018-12-01,HHS Region 1,ili perc,4,2018-12-29,quantile,0.4,1.1732300352263203
2018-12-01,HHS Region 1,ili perc,4,2018-12-29,quantile,0.45,1.2528001271179363
2018-12-01,HHS Region 1,ili perc,4,2018-12-29,quantile,0.5,1.4908457428634638
2018-12-01,HHS Region 1,ili perc,4,2018-12-29,quantile,0.55,1.618256445878314
2018-12-01,HHS Region 1,ili perc,4,2018-12-29,quantile,0.6,1.6911484406004598
2018-12-01,HHS Region 1,ili perc,4,2018-12-29,quantile,0.65,1.7471945260369082
2018-12-01,HHS Region 1,ili perc,4,2018-12-29,quantile,0.7,1.8574165329259396
2018-12-01,HHS Region 1,ili perc,4,2018-12-29,quantile,0.75,1.9545667813752596
2018-12-01,HHS Region 1,ili perc,4,2018-12-29,quantile,0.8,2.0677389870451166
2018-12-01,HHS Region 1,ili perc,4,2018-12-29,quantile,0.85,2.1662119041046934
2018-12-01,HHS Region 1,ili perc,4,2018-12-29,quantile,0.9,2.3771890642568425
