origin_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2018-11-24,HHS Region 1,ili perc,1,2018-12-01,quantile,0.01,0.8080636655096431
2018-11-24,HHS Region 1,ili perc,1,2018-12-01,quantile,0.025,0.8574581982165497
2018-11-24,HHS Region 1,ili perc,1,2018-12-01,quantile,0.05,0.9628831817761203
2018-11-24,HHS Region 1,ili perc,1,2018-12-01,quantile,0.1,1.089878050617116
2018-11-24,HHS Region 1,ili perc,1,2018-12-01,quantile,0.15,1.1358671694401017
2018-11-24,HHS Region 1,ili perc,1,2018-12-01,quantile,0.2,1.2561609032848176
2018-11-24,HHS Region 1,ili perc,1,2018-12-01,quantile,0.25,1.320630387837384
2018-11-24,HHS Region 1,ili perc,1,2018-12-01,quantile,0.3,1.3528157358769286
2018-11-24,HHS Region 1,ili perc,1,2018-12-01,quantile,0.35,1.407455323591781
2018-11-24,HHS Region 1,ili perc,1,2018-12-01,quantile,0.4,1.4617279731244688
2018-11-24,HHS Region 1,ili perc,1,2018-12-01,quantile,0.45,1.5058704668382539
2018-11-24,HHS Region 1,ili perc,1,2018-12-01,quantile,0.5,1.553721943910669
2018-11-24,HHS Region 1,ili perc,1,2018-12-01,quantile,0.55,1.5976584885938907
2018-11-24,HHS Region 1,ili perc,1,2018-12-01,quantile,0.6,1.6496348799620129
2018-11-24,HHS Region 1,ili perc,1,2018-12-01,quantile,0.65,1.695900686024399
2018-11-24,HHS Region 1,ili perc,1,2018-12-01,quantile,0.7,1.7550792113793947
2018-11-24,HHS Region 1,ili perc,1,2018-12-01,quantile,0.75,1.7971264028977565
2018-11-24,HHS Region 1,ili perc,1,2018-12-01,quantile,0.8,1.856067909594231
2018-11-24,HHS Region 1,ili perc,1,2018-12-01,quantile,0.85,1.929653861188867
2018-11-24,HHS Region 1,ili perc,1,2018-12-01,quantile,0.9,1.9993688898610358
2018-11-24,HHS Region 1,ili perc,1,2018-12-01,quantile,0.95,2.1107908685740324
2018-11-24,HHS Region 1,ili perc,1,2018-12-01,quantile,0.975,2.2172530502837406
2018-11-24,HHS Region 1,ili perc,1,2018-12-01,quantile,0.99,2.3056781940735043
2018-11-24,HHS Region 1,ili perc,2,2018-12-08,quantile,0.01,0.6185470176425808
2018-11-24,HHS Region 1,ili perc,2,2018-12-08,quantile,0.025,0.6869625611212999
2018-11-24,HHS Region 1,ili perc,2,2018-12-08,quantile,0.05,0.8205906524205538
2018-11-24,HHS Region 1,ili perc,2,2018-12-08,quantile,0.1,0.8798490946080618
2018-11-24,HHS Region 1,ili perc,2,2018-12-08,quantile,0.15,1.0771773781329759
2018-11-24,HHS Region 1,ili perc,2,2018-12-08,quantile,0.2,1.1720006286696265
2018-11-24,HHS Region 1,ili perc,2,2018-12-08,quantile,0.25,1.2306990303776204
2018-11-24,HHS Region 1,ili perc,2,2018-12-08,quantile,0.3,1.3367967811388368
2018-11-24,HHS Region 1,ili perc,2,2018-12-08,quantile,0.35,1.3734987460241586
2018-11-24,HHS Region 1,ili perc,2,2018-12-08,quantile,0.4,1.472339172272277
2018-11-24,HHS Region 1,ili perc,2,2018-12-08,quantile,0.45,1.5196465186810846
2018-11-24,HHS Region 1,ili perc,2,2018-12-08,quantile,0.5,1.560622022554611
2018-11-24,HHS Region 1,ili perc,2,2018-12-08,quantile,0.55,1.6456779884304633
2018-11-24,HHS Region 1,ili perc,2,2018-12-08,quantile,0.6,1.6959834006523296
2018-11-24,HHS Region 1,ili perc,2,2018-12-08,quantile,0.65,1.7455131858461779
2018-11-24,HHS Region 1,ili perc,2,2018-12-08,quantile,0.7,1.7818840368914408
2018-11-24,HHS Region 1,ili perc,2,2018-12-08,quantile,0.75,1.8651629532965928
2018-11-24,HHS Region 1,ili perc,2,2018-12-08,quantile,0.8,1.912942995440831
2018-11-24,HHS Region 1,ili perc,2,2018-12-08,quantile,0.85,2.0581599266644677
2018-11-24,HHS Region 1,ili perc,2,2018-12-08,quantile,0.9,2.198276266616111
2018-11-24,HHS Region 1,ili perc,2,2018-12-08,quantile,0.95,2.385754670292226
2018-11-24,HHS Region 1,ili perc,2,2018-12-08,quantile,0.975,2.5713672879140272
2018-11-24,HHS Region 1,ili perc,2,2018-12-08,quantile,0.99,2.6801230594012235
2018-11-24,HHS Region 1,ili perc,3,2018-12-15,quantile,0.01,0.36504705151987793
2018-11-24,HHS Region 1,ili perc,3,2018-12-15,quantile,0.025,0.5406373774907793
2018-11-24,HHS Region 1,ili perc,3,2018-12-15,quantile,0.05,0.7006959779004778
2018-11-24,HHS Region 1,ili perc,3,2018-12-15,quantile,0.1,0.8217048195489498
2018-11-24,HHS Region 1,ili perc,3,2018-12-15,quantile,0.15,0.9939605001451721
2018-11-24,HHS Region 1,ili perc,3,2018-12-15,quantile,0.2,1.0396392249842052
2018-11-24,HHS Region 1,ili perc,3,2018-12-15,quantile,0.25,1.153311787070525
2018-11-24,HHS Region 1,ili perc,3,2018-12-15,quantile,0.3,1.2390285218508166
2018-11-24,HHS Region 1,ili perc,3,2018-12-15,quantile,0.35,1.3165536827000035
2018-11-24,HHS Region 1,ili perc,3,2018-12-15,quantile,0.4,1.4339139276970978
2018-11-24,HHS Region 1,ili perc,3,2018-12-15,quantile,0.45,1.5013704467045423
2018-11-24,HHS Region 1,ili perc,3,2018-12-15,quantile,0.5,1.6016416172532657
2018-11-24,HHS Region 1,ili perc,3,2018-12-15,quantile,0.55,1.656362971590727
2018-11-24,HHS Region 1,ili perc,3,2018-12-15,quantile,0.6,1.7236249826803403
2018-11-24,HHS Region 1,ili perc,3,2018-12-15,quantile,0.65,1.8103379054932969
2018-11-24,HHS Region 1,ili perc,3,2018-12-15,quantile,0.7,1.9090382482026667
2018-11-24,HHS Region 1,ili perc,3,2018-12-15,quantile,0.75,1.9670798924086745
2018-11-24,HHS Region 1,ili perc,3,2018-12-15,quantile,0.8,2.053693204181515
2018-11-24,HHS Region 1,ili perc,3,2018-12-15,quantile,0.85,2.1478025421382814
2018-11-24,HHS Region 1,ili perc,3,2018-12-15,quantile,0.9,2.252184536171965
2018-11-24,HHS Region 1,ili perc,3,2018-12-15,quantile,0.95,2.4467163939676824
2018-11-24,HHS Region 1,ili perc,3,2018-12-15,quantile,0.975,2.55921037083509
2018-11-24,HHS Region 1,ili perc,3,2018-12-15,quantile,0.99,2.7592142843093574
2018-11-24,HHS Region 1,ili perc,4,2018-12-22,quantile,0.01,0.18378214777592627
2018-11-24,HHS Region 1,ili perc,4,2018-12-22,quantile,0.025,0.4048706447077748
2018-11-24,HHS Region 1,ili perc,4,2018-12-22,quantile,0.05,0.5270949774906214
2018-11-24,HHS Region 1,ili perc,4,2018-12-22,quantile,0.1,0.6814866445512279
2018-11-24,HHS Region 1,ili perc,4,2018-12-22,quantile,0.15,0.8572252890392142
2018-11-24,HHS Region 1,ili perc,4,2018-12-22,quantile,0.2,1.0573875453748278
2018-11-24,HHS Region 1,ili perc,4,2018-12-22,quantile,0.25,1.1666811448514145
2018-11-24,HHS Region 1,ili perc,4,2018-12-22,quantile,0.3,1.2572208088171726
2018-11-24,HHS Region 1,ili perc,4,2018-12-22,quantile,0.35,1.2901457987617282
2018-11-24,HHS Region 1,ili perc,4,2018-12-22,quantile,0.4,1.3939917024069548
2018-11-24,HHS Region 1,ili perc,4,2018-12-22,quantile,0.45,1.495486664413491
2018-11-24,HHS Region 1,ili perc,4,2018-12-22,quantile,0.5,1.552958116621639
2018-11-24,HHS Region 1,ili perc,4,2018-12-22,quantile,0.55,1.6012572696727183
2018-11-24,HHS Region 1,ili perc,4,2018-12-22,quantile,0.6,1.7154564689775178
2018-11-24,HHS Region 1,ili perc,4,2018-12-22,quantile,0.65,1.8530794402229864
2018-11-24,HHS Region 1,ili perc,4,2018-12-22,quantile,0.7,2.0135341593769436
2018-11-24,HHS Region 1,ili perc,4,2018-12-22,quantile,0.75,2.0627626663686383
2018-11-24,HHS Region 1,ili perc,4,2018-12-22,quantile,0.8,2.1477349039463522
2018-11-24,HHS Region 1,ili perc,4,2018-12-22,quantile,0.85,2.2621178445330887
2018-11-24,HHS Region 1,ili perc,4,2018-12-22,quantile,0.9,2.398991294515708
2018-11-24,HHS Region 1,ili perc,4,2018-12-22,quantile,0.95,2.5540833387999218
2018-11-24,HHS Region 1,ili perc,4,2018-12-22,quantile,0.975,2.8902763762596946
2018-11-24,HHS Region 1,ili perc,4,2018-12-22,quantile,0.99,3.2547058855414006
2018-11-24,HHS Region 10,ili perc,1,2018-12-01,quantile,0.01,0.12159405442096788
2018-11-24,HHS Region 10,ili perc,1,2018-12-01,quantile,0.025,0.1460133737666799
2018-11-24,HHS Region 10,ili perc,1,2018-12-01,quantile,0.05,0.19329459659319603
2018-11-24,HHS Region 10,ili perc,1,2018-12-01,quantile,0.1,0.3404384698364069
2018-11-24,HHS Region 10,ili perc,1,2018-12-01,quantile,0.15,0.3669582044505432
2018-11-24,HHS Region 10,ili perc,1,2018-12-01,quantile,0.2,0.4778739600187633
2018-11-24,HHS Region 10,ili perc,1,2018-12-01,quantile,0.25,0.5603532004294791
2018-11-24,HHS Region 10,ili perc,1,2018-12-01,quantile,0.3,0.6708400346012187
2018-11-24,HHS Region 10,ili perc,1,2018-12-01,quantile,0.35,0.7130097788144231
2018-11-24,HHS Region 10,ili perc,1,2018-12-01,quantile,0.4,0.7954334243255365
