origin_date,location,target,horizon,target_end_date,output_type,output_type_id,value
2017-12-16,HHS Region 1,ili perc,1,2017-12-23,quantile,0.01,0.9001205666354888
2017-12-16,HHS Region 1,ili perc,1,2017-12-23,quantile,0.025,1.1671520475152695
2017-12-16,HHS Region 1,ili perc,1,2017-12-23,quantile,0.05,1.3314930922879031
2017-12-16,HHS Region 1,ili perc,1,2017-12-23,quantile,0.1,1.4327644776375497
2017-12-16,HHS Region 1,ili perc,1,2017-12-23,quantile,0.15,1.498304779219297
2017-12-16,HHS Region 1,ili perc,1,2017-12-23,quantile,0.2,1.5329167224297693
2017-12-16,HHS Region 1,ili perc,1,2017-12-23,quantile,0.25,1.6045816837346027
2017-12-16,HHS Region 1,ili perc,1,2017-12-23,quantile,0.3,1.6799001665660533
2017-12-16,HHS Region 1,ili perc,1,2017-12-23,quantile,0.35,1.7032442161750962
2017-12-16,HHS Region 1,ili perc,1,2017-12-23,quantile,0.4,1.7490597264233494
2017-12-16,HHS Region 1,ili perc,1,2017-12-23,quantile,0.45,1.7834474415032777
2017-12-16,HHS Region 1,ili perc,1,2017-12-23,quantile,0.5,1.8461530071774477
2017-12-16,HHS Region 1,ili perc,1,2017-12-23,quantile,0.55,1.8729958073386763
2017-12-16,HHS Region 1,ili perc,1,2017-12-23,quantile,0.6,1.9382239152324723
2017-12-16,HHS Region 1,ili perc,1,2017-12-23,quantile,0.65,1.9652897709204145
2017-12-16,HHS Region 1,ili perc,1,2017-12-23,quantile,0.7,2.007552620700759
2017-12-16,HHS Region 1,ili perc,1,2017-12-23,quantile,0.75,2.046456578261765
2017-12-16,HHS Region 1,ili perc,1,2017-12-23,quantile,0.8,2.0738200898563406
2017-12-16,HHS Region 1,ili perc,1,2017-12-23,quantile,0.85,2.1114830524228183
2017-12-16,HHS Region 1,ili perc,1,2017-12-23,quantile,0.9,2.181606786518966
2017-12-16,HHS Region 1,ili perc,1,2017-12-23,quantile,0.95,2.3177378004280142
2017-12-16,HHS Region 1,ili perc,1,2017-12-23,quantile,0.975,2.4486748705677104
2017-12-16,HHS Region 1,ili perc,1,2017-12-23,quantile,0.99,2.552628148164749
2017-12-16,HHS Region 1,ili perc,2,2017-12-30,quantile,0.01,0.5058930548981833
2017-12-16,HHS Region 1,ili perc,2,2017-12-30,quantile,0.025,0.8424308788092836
2017-12-16,HHS Region 1,ili perc,2,2017-12-30,quantile,0.05,0.9620099059824295
2017-12-16,HHS Region 1,ili perc,2,2017-12-30,quantile,0.1,1.1997764763882637
2017-12-16,HHS Region 1,ili perc,2,2017-12-30,quantile,0.15,1.3149860139928764
2017-12-16,HHS Region 1,ili perc,2,2017-12-30,quantile,0.2,1.4371328600552924
2017-12-16,HHS Region 1,ili perc,2,2017-12-30,quantile,0.25,1.5584121308128087
2017-12-16,HHS Region 1,ili perc,2,2017-12-30,quantile,0.3,1.584615780885456
2017-12-16,HHS Region 1,ili perc,2,2017-12-30,quantile,0.35,1.6425174700829819
2017-12-16,HHS Region 1,ili perc,2,2017-12-30,quantile,0.4,1.7138423822264761
2017-12-16,HHS Region 1,ili perc,2,2017-12-30,quantile,0.45,1.805522663139907
2017-12-16,HHS Region 1,ili perc,2,2017-12-30,quantile,0.5,1.8409988587763595
2017-12-16,HHS Region 1,ili perc,2,2017-12-30,quantile,0.55,1.9003436221911758
2017-12-16,HHS Region 1,ili perc,2,2017-12-30,quantile,0.6,1.9641258039518843
2017-12-16,HHS Region 1,ili perc,2,2017-12-30,quantile,0.65,2.0175982278049167
2017-12-16,HHS Region 1,ili perc,2,2017-12-30,quantile,0.7,2.09491557637748
2017-12-16,HHS Region 1,ili perc,2,2017-12-30,quantile,0.75,2.1720875106955386
2017-12-16,HHS Region 1,ili perc,2,2017-12-30,quantile,0.8,2.276804496270785
2017-12-16,HHS Region 1,ili perc,2,2017-12-30,quantile,0.85,2.338025166286696
2017-12-16,HHS Region 1,ili perc,2,2017-12-30,quantile,0.9,2.4309513992983147
2017-12-16,HHS Region 1,ili perc,2,2017-12-30,quantile,0.95,2.5619985030246544
2017-12-16,HHS Region 1,ili perc,2,2017-12-30,quantile,0.975,2.710107936879977
2017-12-16,HHS Region 1,ili perc,2,2017-12-30,quantile,0.99,2.7359910687249007
2017-12-16,HHS Region 1,ili perc,3,2018-01-06,quantile,0.01,0.46753341497016676
2017-12-16,HHS Region 1,ili perc,3,2018-01-06,quantile,0.025,0.5977762222164098
2017-12-16,HHS Region 1,ili perc,3,2018-01-06,quantile,0.05,0.7238321470108331
2017-12-16,HHS Region 1,ili perc,3,2018-01-06,quantile,0.1,0.8850455987486312
2017-12-16,HHS Region 1,ili perc,3,2018-01-06,quantile,0.15,1.1007646308333996
2017-12-16,HHS Region 1,ili perc,3,2018-01-06,quantile,0.2,1.3794160576729984
2017-12-16,HHS Region 1,ili perc,3,2018-01-06,quantile,0.25,1.4980570320997046
2017-12-16,HHS Region 1,ili perc,3,2018-01-06,quantile,0.3,1.6093249828414689
2017-12-16,HHS Region 1,ili perc,3,2018-01-06,quantile,0.35,1.6897723386740555
